Fuca1-2Gal
Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4Glc
Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4Glc
Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-3(Fuca1-2)Galb1-4Glc
Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-3(Fuca1-3(Galb1-4)GlcNAcb1-6)Galb1-4Glc
Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-3(Galb1-4GlcNAcb1-6)Galb1-4Glc
Fuca1-2Galb1-4Fuca1-3)GlcNAcb1-2Mana1-3(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2Galb1-4Glc
Fuca1-2Galb1-4Glc6S
Fuca1-2Galb1-4GlcNAc
Fuca1-2Galb1-4GlcNAcb1-2Man
Fuca1-2Galb1-4GlcNAcb1-2Mana1-3(Fuca1-2Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2Galb1-4GlcNAcb1-2Mana1-3(Fuca1-2Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-2Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2Galb1-4GlcNAcb1-2(Fuca1-2Galb1-4GlcNAcb1-4)Mana1-3(Fuca1-2Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAc
Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3(Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAc
Fuca1-2Galb1-4GlcNAcb1-3GalNAc
Fuca1-2Galb1-4GlcNAcb1-3(Fuca1-2Galb1-4GlcNAcb1-6)GalNAc
Fuca1-2Galb1-4GlcNAcb1-3(Fuca1-3(Galb1-4)GlcNAcb1-6)Galb1-4Glc
Fuca1-2Galb1-4GlcNAcb1-6GalNAc
Fuca1-2Galb1-4GlcNAc6S
Fuca1-2Galb1-4(Fuca1-3)GalNAcb1-3Galb1-4(Fuca1-3)GlcNAc
Fuca1-2Galb1-4(Fuca1-3)GalNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GalNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-4)Mana1-3(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4Glc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3GalNAc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3(Fuca1-2)Galb1-4Glc
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3(Neu5Aca2-6Galb1-4GlcNAcb1-6)Galb1-4Glc
Fuca1-2(Gala1-3)Gal
Fuca1-2(Gala1-3)Galb1-3GalNAc
Fuca1-2(Gala1-3)Galb1-3GalNAcb1-3Gala1-4Galb1-4Glc
Fuca1-2(Gala1-3)Galb1-3GlcNAc
Fuca1-2(Gala1-3)Galb1-3GlcNAcb1-2Mana1-3(Fuca1-2(Gala1-3)Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2(Gala1-3)Galb1-3GlcNAcb1-2Mana1-3(Fuca1-2(Gala1-3)Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-2(Gala1-3)Galb1-3GlcNAcb1-3Galb1-4Glc
Fuca1-2(Gala1-3)Galb1-3GlcNAcb1-3GalNAc
Fuca1-2(Gala1-3)Galb1-3GlcNAcb1-6GalNAc
Fuca1-2(Gala1-3)Galb1-4Glc
Fuca1-2(Gala1-3)Galb1-4GlcNAc
Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-2Man
Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-2Mana1-3(Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-2Mana1-3(Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-3Galb1-4Glc
Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-3GalNAc
Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-3(Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-6)GalNAc
Fuca1-2(Gala1-3)Galb1-4GlcNAcb1-6GalNAc
Fuca1-2(Gala1-3)Galb1-4(Fuca1-3)Glc
Fuca1-2(Gala1-3)Galb1-4(Fuca1-3)GlcNAc
Fuca1-2(Gala1-3)Galb1-4(Fuca1-3)GlcNAcb1-3GalNAc
Fuca1-2(Gala1-4)Galb1-4GalNAc
Fuca1-2(Gala1-4)Galb1-4GlcNAc
Fuca1-2(GalNAca1-3)Gal
Fuca1-2(GalNAca1-3)Galb1-3GalNAca1-3(Fuca1-2)Galb1-4GlcNAc
Fuca1-2(GalNAca1-3)Galb1-3GalNAcb1-3Gala1-4Galb1-4Glc
Fuca1-2(GalNAca1-3)Galb1-3GlcNAc
Fuca1-2(GalNAca1-3)Galb1-3GlcNAcb1-2Mana1-3(Fuca1-2(GalNAca1-3)Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2(GalNAca1-3)Galb1-3GlcNAcb1-2Mana1-3(Fuca1-2(GalNAca1-3)Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-2(GalNAca1-3)Galb1-3GlcNAcb1-3Galb1-4Glc
Fuca1-2(GalNAca1-3)Galb1-3GlcNAcb1-3GalNAc
Fuca1-2(GalNAca1-3)Galb1-3GlcNAcb1-6GalNAc
Fuca1-2(GalNAca1-3)Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4Glc
Fuca1-2(GalNAca1-3)Galb1-4Glc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-2Man
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-2Mana1-3(Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-2Mana1-3(Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-2Mana1-3(GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-3Galb1-4Glc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-3Galb1-4GlcNAc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-3GalNAc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-3(Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-6)GalNAc
Fuca1-2(GalNAca1-3)Galb1-4GlcNAcb1-6GalNAc
Fuca1-2(GalNAca1-3)Galb1-4(Fuca1-3)GlcNAc
Fuca1-2(GalNAca1-3)Galb1-4(Fuca1-3)GlcNAcb1-3GalNAc
Fuca1-2(GalNAca1-4)Galb1-4GlcNAc
Fuca1-2(GalNAcb1-3)Gal
Fuca1-2(Neu5Acbond)Galb1-3GlcNAcb1-3Galb1-4Glc
Fuca1-3GlcNAc
Fuca1-3GlcNAc6S
Fuca1-3(3dGalb1-4)Glc
Fuca1-3(3dGalb1-4)GlcNAcb1-3Gal
Fuca1-3(Galb1-4)Glc
Fuca1-3(Galb1-4)Glc6S
Fuca1-3(Galb1-4)GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-2Man
Fuca1-3(Galb1-4)GlcNAcb1-2Mana1-3(Fuca1-3(Galb1-4)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-2Mana1-3(Fuca1-3(Galb1-4)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-3Galb1-4Glc
Fuca1-3(Galb1-4)GlcNAcb1-3Galb1-4(Fuca1-3)Glc
Fuca1-3(Galb1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-3GalNAc
Fuca1-3(Galb1-4)GlcNAcb1-3(Fuca1-2)Galb1-4Glc
Fuca1-3(Galb1-4)GlcNAcb1-3(Fuca1-3(Galb1-4)GlcNAcb1-6)Galb1-4Glc
Fuca1-3(Galb1-4)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAc
Fuca1-3(Galb1-4)GlcNAcb1-6GalNAc
Fuca1-3(Galb1-4)GlcNAcb1-6(Galb1-3GlcNAcb1-3)Galb1-4Glc
Fuca1-3(Galb1-4)GlcNAcb1-6(Neu5Aca2-3Galb1-3)GalNAc
Fuca1-3(Galb1-4)GlcNAc6S
Fuca1-3(Gal3Sb1-4)Glc
Fuca1-3(Gal3Sb1-4)Glc6S
Fuca1-3(Gal3Sb1-4)GlcNAc
Fuca1-3(Gal3Sb1-4)GlcNAcb1-3Gal
Fuca1-3(Gal3Sb1-4)GlcNAcb1-3Galb1-4Glc
Fuca1-3(Gal3Sb1-4)GlcNAc6S
Fuca1-3(Gal3Sb1-4)GlcNAc6Sb1-3Galb1-4Glc
Fuca1-3(Gal6Sb1-4)GlcNAcb1-3Galb1-4Glc
Fuca1-3(GalNAcb1-4)Galb1-4GlcNAc
Fuca1-3(GalNAcb1-4)GlcNAc
Fuca1-3(GalNAcb1-4)GlcNAc6S
Fuca1-3(GalNAc3Sb1-4)GlcNAc
Fuca1-4GlcNAc
Fuca1-6GlcNAc
Fucb1-3GlcNAc
Gala1-2Gal
Gala1-3Fuca1-2Galb1-4GlcNAcb1-3(Gala1-3Fuca1-2Galb1-4GlcNAcb1-6)GalNAc
Gala1-3Gal
Gala1-3Galb1-3Glc
Gala1-3Galb1-3GlcNAc
Gala1-3Galb1-3GlcNAcb1-2Man
Gala1-3Galb1-3GlcNAcb1-2Mana1-3(Gala1-3Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Gala1-3Galb1-3GlcNAcb1-3GalNAc
Gala1-3Galb1-3GlcNAcb1-6GalNAc
Gala1-3Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-3(Gala1-3Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Gala1-3Galb1-4Gala1-3Gal
Gala1-3Galb1-4Glc
Gala1-3Galb1-4GlcNAc
Gala1-3Galb1-4GlcNAcb1-2Man
Gala1-3Galb1-4GlcNAcb1-2Mana1-3(Gala1-3Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Gala1-3Galb1-4GlcNAcb1-3GalNAc
Gala1-3Galb1-4GlcNAcb1-6GalNAc
Gala1-3Galb1-4(Fuca1-3)GalNAc
Gala1-3Galb1-4(Fuca1-3)GlcNAc
Gala1-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3(Gala1-3Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Gala1-3GalNAc
Gala1-3GlcNAc
Gala1-3(Gala1-4)Galb1-4GlcNAc
Gala1-4Galb1-3GlcNAcb1-2Mana1-3(Gala1-4Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Gala1-4Galb1-4Gal
Gala1-4Galb1-4GalNAc
Gala1-4Galb1-4Glc
Gala1-4Galb1-4GlcNAc
Gala1-4Galb1-4GlcNAcb1-2Mana1-3(Gala1-4Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Gala1-4Galb1-4GlcNAcb1-3Galb1-4Glc
Gala1-4Glc
Gala1-4GlcNAc
Gala1-6Glc
Galb1-2Gal
Galb1-3Gal
Galb1-3Galb1-4GlcNAc
Galb1-3Galb1-4GlcNAcb1-2Mana1-3(Galb1-3Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAc
Galb1-3GalNAc
Galb1-3GalNAca1-3(Fuca1-2)Galb1-4Glc
Galb1-3GalNAca1-3(Fuca1-2)Galb1-4GlcNAc
Galb1-3GalNAcb1-3Gal
Galb1-3GalNAcb1-3Gala1-4Galb1-4Glc
Galb1-3GalNAcb1-3Galb1-4Glc
Galb1-3GalNAcb1-3Galb1-4GlcNAc
Galb1-3GalNAcb1-4Galb1-4Glc
Galb1-3GalNAcb1-4Gal3Sb1-4Glc
Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glc
Galb1-3GalNAcb1-4(Neu5Gca2-3)Galb1-4Glc
Galb1-3GlcNAc
Galb1-3GlcNAca1-3Galb1-4GlcNAc
Galb1-3GlcNAca1-6Galb1-4GlcNAc
Galb1-3GlcNAcb1-2Man
